id,name,score,timestamp,category
4557,Men in Black (1997),4,887168556,Action
4558,Nick of Time (1995),4,882398076,Action
4559,Delicatessen (1991),4,888066551,Comedy
4560,Desperado (1995),3,883388508,Action
4561,Bedknobs and Broomsticks (1971),3,884150884,Adventure
4562,Miller's Crossing (1990),4,879448632,Drama
4563,"Juror, The (1996)",4,879465414,Drama
4564,Fearless (1993),4,880567974,Drama
4565,Manny & Lo (1996),3,882608795,Drama
4566,"Sound of Music, The (1965)",5,885548785,Musical
4567,Mighty Aphrodite (1995),3,892335342,Comedy
4568,Kull the Conqueror (1997),4,880484286,Action
4569,Batman & Robin (1997),4,884064246,Action
4570,Young Guns II (1990),3,888452152,Action
4571,Groundhog Day (1993),4,885412723,Comedy
4572,Giant (1956),3,885809336,Drama
4573,"Clockwork Orange, A (1971)",5,876405633,Sci-Fi
4574,Little Women (1994),5,886568959,Drama
4575,Wag the Dog (1997),4,888787290,Comedy
4576,Men in Black (1997),4,888731011,Action
4577,Daylight (1996),3,882211924,Action
4578,"Family Thing, A (1996)",3,887474289,Comedy
4579,Drop Dead Fred (1991),1,885547506,Comedy
4580,Donnie Brasco (1997),5,882427250,Crime
4581,Secrets & Lies (1996),5,879916076,Drama
4582,"Firm, The (1993)",3,888207161,Drama
4583,"Juror, The (1996)",4,891416050,Drama
4584,"Sound of Music, The (1965)",4,875484613,Musical
4585,"Fish Called Wanda, A (1988)",4,889125629,Comedy
4586,Gattaca (1997),4,879459641,Drama
4587,Indiana Jones and the Last Crusade (1989),4,889333508,Action
4588,"Princess Bride, The (1987)",4,879441386,Action
4589,Some Like It Hot (1959),4,880046229,Comedy
4590,Alien 3 (1992),3,885810309,Action
4591,Feeling Minnesota (1996),2,891545616,Drama
4592,L.A. Confidential (1997),4,886285168,Crime
4593,"Rainmaker, The (1997)",4,888646088,Drama
4594,Return of the Jedi (1983),3,891384107,Action
4595,McHale's Navy (1997),1,882212527,Comedy
4596,Wings of Desire (1987),5,892738341,Comedy
4597,Real Genius (1985),5,882359838,Comedy
4598,Bob Roberts (1992),4,886316647,Comedy
4599,Batman Forever (1995),3,891904805,Action
4600,"Birds, The (1963)",4,876350766,Horror
4601,Around the World in 80 Days (1956),4,885852862,Adventure
4602,"Birdcage, The (1996)",3,880313559,Comedy
4603,Forrest Gump (1994),4,877889131,Comedy
4604,"39 Steps, The (1935)",3,877974605,Thriller
4605,Ghost in the Shell (Kokaku kidotai) (1995),5,891956058,Animation
4606,Palmetto (1998),4,891224840,Film-Noir
4607,Glory (1989),4,886374342,Action
4608,Chasing Amy (1997),5,882820686,Drama
4609,"Sweet Hereafter, The (1997)",5,889323481,Drama
4610,Bad Boys (1995),3,874787407,Action
4611,Coneheads (1993),2,882672143,Comedy
4612,Glory (1989),3,877212283,Action
4613,Jerry Maguire (1996),4,876037519,Drama
4614,"Last of the Mohicans, The (1992)",4,880602893,Action
4615,Everyone Says I Love You (1996),4,884638062,Comedy
4616,Glory (1989),5,883445606,Action
4617,Scream (1996),4,881085217,Horror
4618,Sense and Sensibility (1995),5,879793501,Drama
4619,Jingle All the Way (1996),1,884882441,Adventure
4620,George of the Jungle (1997),4,881958606,Children's
4621,Return of the Jedi (1983),5,884125042,Action
4622,Star Wars (1977),5,886366101,Action
4623,True Lies (1994),3,876406939,Action
4624,Mother (1996),3,887425103,Comedy
4625,Escape from L.A. (1996),2,879646820,Action
4626,Chain Reaction (1996),2,891198762,Action
4627,"Full Monty, The (1997)",4,891368885,Comedy
4628,Some Folks Call It a Sling Blade (1993),4,888105254,Drama
4629,Vertigo (1958),5,891698365,Mystery
4630,"Nightmare on Elm Street, A (1984)",4,888636992,Horror
4631,Dances with Wolves (1990),5,893119415,Adventure
4632,Star Trek: The Wrath of Khan (1982),5,877975344,Action
4633,12 Angry Men (1957),4,880086755,Drama
4634,Four Weddings and a Funeral (1994),5,879517779,Comedy
4635,Immortal Beloved (1994),4,878192379,Drama
4636,Air Force One (1997),5,883352600,Action
4637,Excess Baggage (1997),4,879012471,Adventure
4638,Everyone Says I Love You (1996),1,886532955,Comedy
4639,Scream (1996),4,879791922,Horror
4640,Dazed and Confused (1993),4,889396049,Comedy
4641,Halloween: The Curse of Michael Myers (1995),3,878879314,Horror
4642,Psycho (1960),5,879545603,Horror
4643,Strange Days (1995),3,875482396,Action
4644,Bed of Roses (1996),5,882473476,Drama
4645,Roman Holiday (1953),2,886286360,Comedy
4646,M*A*S*H (1970),4,876862171,Comedy
4647,French Twist (Gazon maudit) (1995),2,880406950,Comedy
4648,"Bridges of Madison County, The (1995)",5,886513674,Drama
4649,"Frighteners, The (1996)",3,891902745,Comedy
4650,Hamlet (1996),4,877098437,Drama
4651,Top Hat (1935),2,888267521,Comedy
4652,"Empire Strikes Back, The (1980)",4,886323757,Action
4653,Contact (1997),5,877387935,Drama
4654,Mrs. Doubtfire (1993),4,884881679,Comedy
4655,"Silence of the Lambs, The (1991)",4,876073160,Drama
4656,Mary Shelley's Frankenstein (1994),3,879848209,Drama
4657,"Lion King, The (1994)",5,882360467,Animation
4658,Pink Floyd - The Wall (1982),4,891961632,Drama
4659,Mars Attacks! (1996),2,879794154,Action
4660,"Peacemaker, The (1997)",4,877136175,Action
4661,Get Shorty (1995),4,884901235,Action
4662,Rear Window (1954),5,884304812,Mystery
4663,"Fugitive, The (1993)",4,879546443,Action
4664,Meet John Doe (1941),3,891386307,Drama
4665,I Know What You Did Last Summer (1997),5,884153712,Horror
4666,"Sting, The (1973)",5,880131550,Comedy
4667,"Bridge on the River Kwai, The (1957)",4,886030682,Drama
4668,Othello (1995),4,876697448,Drama
4669,Touch of Evil (1958),3,892241422,Crime
4670,My Life as a Dog (Mitt liv som hund) (1985),5,886366731,Drama
4671,Titanic (1997),5,883538815,Action
4672,Phenomenon (1996),3,891198421,Drama
4673,Pinocchio (1940),4,883446725,Animation
4674,When Harry Met Sally... (1989),4,875963452,Comedy
4675,True Lies (1994),5,891331825,Action
4676,L.A. Confidential (1997),5,882621460,Crime
4677,Boogie Nights (1997),5,889906905,Drama
4678,Robert A. Heinlein's The Puppet Masters (1994),2,879518107,Horror
4679,Angels and Insects (1995),3,887611537,Drama
4680,Clueless (1995),3,879877264,Comedy
4681,"Fugitive, The (1993)",3,880567919,Action
4682,Air Force One (1997),3,884900427,Action
4683,Duck Soup (1933),4,882426927,Comedy
4684,Pulp Fiction (1994),1,884881592,Crime
4685,Bedknobs and Broomsticks (1971),3,882670826,Adventure
4686,Ulee's Gold (1997),4,889814555,Drama
4687,"Shawshank Redemption, The (1994)",5,890116163,Drama
4688,Psycho (1960),4,889739517,Horror
4689,"Empire Strikes Back, The (1980)",4,887477167,Action
4690,Indiana Jones and the Last Crusade (1989),3,891381585,Action
4691,Raising Arizona (1987),5,885545070,Comedy
4692,Bride of Frankenstein (1935),3,875728989,Horror
4693,"Treasure of the Sierra Madre, The (1948)",3,886030584,Adventure
4694,"Prophecy, The (1995)",1,883789635,Horror
4695,Mystery Science Theater 3000: The Movie (1996),4,880889159,Comedy
4696,Sabrina (1954),3,886189869,Comedy
4697,"Shawshank Redemption, The (1994)",4,874948214,Drama
4698,Clear and Present Danger (1994),3,877212173,Action
4699,Jurassic Park (1993),3,879524819,Action
4700,"Wizard of Oz, The (1939)",3,891199683,Adventure
4701,"Fish Called Wanda, A (1988)",4,879796311,Comedy
4702,Jane Eyre (1996),3,891548678,Drama
4703,Tough and Deadly (1995),5,890451408,Action
4704,Absolute Power (1997),3,884900301,Mystery
4705,"Crying Game, The (1992)",2,883789212,Action
4706,"Associate, The (1996)",4,892719193,Comedy
4707,Pretty Woman (1990),4,890025704,Comedy
4708,What's Eating Gilbert Grape (1993),3,880951944,Comedy
4709,Jackie Brown (1997),4,885159545,Crime
4710,"Devil's Own, The (1997)",3,887742145,Action
4711,"Unbearable Lightness of Being, The (1988)",3,882669740,Drama
4712,"Princess Bride, The (1987)",5,883602462,Action
4713,Once Upon a Time... When We Were Colored (1995),5,882139804,Drama
4714,Once Upon a Time in America (1984),2,891448220,Crime
4715,Dead Man Walking (1995),4,891544707,Drama
4716,Star Trek IV: The Voyage Home (1986),3,891353326,Action
4717,Twister (1996),5,885953827,Action
4718,Losing Isaiah (1995),3,885049503,Drama
4719,Arsenic and Old Lace (1944),3,891369798,Comedy
4720,"Mirror Has Two Faces, The (1996)",3,876232109,Comedy
4721,Casablanca (1942),5,879992739,Drama
4722,Liar Liar (1997),4,882156617,Comedy
4723,Apocalypse Now (1979),4,885807261,Drama
4724,"Sword in the Stone, The (1963)",3,886533588,Animation
4725,In the Name of the Father (1993),5,881171137,Drama
4726,Michael (1996),3,879297867,Comedy
4727,"Usual Suspects, The (1995)",5,877553813,Crime
4728,Murder at 1600 (1997),3,880485052,Mystery
4729,Vertigo (1958),4,884368538,Mystery
4730,Harold and Maude (1971),4,875653519,Comedy
4731,My Left Foot (1989),5,889489465,Drama
4732,Restoration (1995),3,885809223,Drama
4733,Roman Holiday (1953),4,891031203,Comedy
4734,"People vs. Larry Flynt, The (1996)",4,879443265,Drama
4735,Get on the Bus (1996),2,879464556,Drama
4736,"Hunt for Red October, The (1990)",3,888906193,Action
4737,Young Guns II (1990),3,884924001,Action
4738,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",4,889127270,Comedy
4739,Raiders of the Lost Ark (1981),1,882426869,Action
4740,"Amityville Horror, The (1979)",3,887772060,Horror
4741,"Usual Suspects, The (1995)",3,879111123,Crime
4742,Jane Eyre (1996),3,879880055,Drama
4743,"Sting, The (1973)",4,874786016,Comedy
4744,Smoke (1995),3,879530042,Drama
4745,"Birdcage, The (1996)",4,887763035,Comedy
4746,Margaret's Museum (1995),4,883589693,Drama
4747,Trainspotting (1996),4,882426508,Drama
4748,"Net, The (1995)",3,877545717,Sci-Fi
4749,"Edge, The (1997)",3,891013013,Adventure
4750,"Firm, The (1993)",1,888068289,Drama
4751,Emma (1996),4,875309231,Drama
4752,Amadeus (1984),5,880923988,Drama
4753,Evita (1996),2,875075887,Drama
4754,"Candidate, The (1972)",3,879795071,Drama
4755,Demolition Man (1993),4,884882987,Action
4756,Trainspotting (1996),4,875427629,Drama
4757,Glory (1989),4,888105197,Action
4758,Big Night (1996),5,886030557,Drama
4759,Full Metal Jacket (1987),3,875350456,Action
4760,High Noon (1952),5,891331916,Western
4761,"Family Thing, A (1996)",3,880165664,Comedy
4762,Flipper (1996),3,884152976,Adventure
4763,Braveheart (1995),5,890284706,Action
4764,Richard III (1995),3,885808766,Drama
4765,Cliffhanger (1993),5,884035939,Action
4766,Swingers (1996),5,875280309,Comedy
4767,Beautiful Girls (1996),3,876964936,Drama
4768,Hot Shots! Part Deux (1993),1,891201796,Action
4769,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),5,875665787,Sci-Fi
4770,Nico Icon (1995),3,887427083,Documentary
4771,Romy and Michele's High School Reunion (1997),3,879795581,Comedy
4772,Amistad (1997),5,885593812,Drama
4773,Michael Collins (1996),4,883449965,Drama
4774,Twister (1996),4,884627463,Action
4775,Mars Attacks! (1996),3,880394301,Action
4776,Top Gun (1986),3,880572756,Action
4777,Star Wars (1977),4,883427012,Action
4778,"Empire Strikes Back, The (1980)",3,883427663,Action
4779,In the Line of Fire (1993),3,887737171,Action
4780,Contact (1997),4,891374675,Drama
4781,Ran (1985),4,891263822,Drama
4782,Body Snatchers (1993),4,888521116,Horror
4783,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",5,885816769,Drama
4784,"Firm, The (1993)",3,880152843,Drama
4785,Brazil (1985),4,885807429,Sci-Fi
4786,"Crow, The (1994)",4,882076558,Action
4787,Now and Then (1995),3,883865317,Drama
4788,Babe (1995),4,880474257,Children's
4789,Outbreak (1995),3,881651013,Action
4790,Benny & Joon (1993),3,885849087,Comedy
4791,"Apostle, The (1997)",5,891636073,Drama
4792,Blade Runner (1982),5,882669740,Film-Noir
4793,"Graduate, The (1967)",5,882902988,Drama
4794,Don Juan DeMarco (1995),2,890497653,Comedy
4795,Dolores Claiborne (1994),3,892335707,Drama
4796,Amadeus (1984),4,880139090,Drama
4797,Natural Born Killers (1994),4,881961689,Action
4798,"Thieves (Voleurs, Les) (1996)",3,887429077,Crime
4799,Donnie Brasco (1997),3,882892818,Crime
4800,Chasing Amy (1997),2,880126473,Drama
4801,"Nightmare on Elm Street, A (1984)",4,874792692,Horror
4802,To Catch a Thief (1955),5,891383753,Comedy
4803,Fallen (1998),3,883701792,Action
4804,Liar Liar (1997),3,875129692,Comedy
4805,Twelve Monkeys (1995),5,876402941,Drama
4806,Chasing Amy (1997),3,880559356,Drama
4807,Forrest Gump (1994),3,878955534,Comedy
4808,Picture Perfect (1997),3,890014887,Comedy
4809,"Crying Game, The (1992)",3,879442006,Action
4810,Air Force One (1997),4,888513026,Action
4811,Ulee's Gold (1997),5,885328991,Drama
4812,Raging Bull (1980),4,875072547,Drama
4813,Double Team (1997),2,876250805,Action
4814,Apollo 13 (1995),4,880886821,Action
4815,Arsenic and Old Lace (1944),4,885544739,Comedy
4816,Down by Law (1986),3,887426900,Comedy
4817,To Catch a Thief (1955),4,887909816,Comedy
4818,"Steal Big, Steal Little (1995)",2,877821612,Comedy
4819,Boogie Nights (1997),1,891042794,Drama
4820,"Empire Strikes Back, The (1980)",5,893213796,Action
4821,Alien (1979),4,891369924,Action
4822,That Old Feeling (1997),3,889137308,Comedy
4823,Washington Square (1997),4,886028791,Drama
4824,Citizen Kane (1941),5,879545340,Drama
4825,"Great Race, The (1965)",5,884365929,Comedy
4826,Braveheart (1995),4,887745973,Action
4827,Like Water For Chocolate (Como agua para chocolate) (1992),4,885848448,Drama
4828,"Clockwork Orange, A (1971)",5,889656028,Sci-Fi
4829,"Firm, The (1993)",4,888266955,Drama
4830,Robin Hood: Prince of Thieves (1991),2,892055244,Drama
4831,Notorious (1946),3,879975662,Film-Noir
4832,Metro (1997),1,890530329,Action
4833,E.T. the Extra-Terrestrial (1982),5,888844906,Children's
4834,Raising Arizona (1987),4,876016491,Comedy
4835,"Long Kiss Goodnight, The (1996)",4,879792557,Action
4836,Dead Man Walking (1995),4,875640148,Drama
4837,Father of the Bride Part II (1995),3,875729749,Comedy
4838,Seven (Se7en) (1995),5,892777052,Crime
4839,"Godfather, The (1972)",4,879439645,Action
4840,Miracle on 34th Street (1994),4,883327566,Drama
4841,Spy Hard (1996),4,884367248,Comedy
4842,GoodFellas (1990),5,879456132,Crime
4843,Star Trek: The Wrath of Khan (1982),4,888639736,Action
4844,Around the World in 80 Days (1956),3,878883113,Adventure
4845,Happy Gilmore (1996),4,880738462,Comedy
4846,Apollo 13 (1995),3,880498970,Action
4847,Matilda (1996),4,879987736,Children's
4848,GoodFellas (1990),3,879439679,Crime
4849,Fearless (1993),3,886032154,Drama
4850,Crimson Tide (1995),4,880045652,Drama
4851,Field of Dreams (1989),3,880123751,Drama
4852,"Wings of the Dove, The (1997)",1,883757597,Drama
4853,Mr. Smith Goes to Washington (1939),3,880403280,Drama
4854,George of the Jungle (1997),3,886365773,Children's
4855,"Killing Fields, The (1984)",3,891700553,Drama
4856,When Harry Met Sally... (1989),5,880573287,Comedy
4857,"English Patient, The (1996)",3,877807602,Drama
4858,Everyone Says I Love You (1996),2,892256765,Comedy
4859,Mighty Aphrodite (1995),1,887863780,Comedy
4860,Reservoir Dogs (1992),4,884131822,Crime
4861,Butch Cassidy and the Sundance Kid (1969),5,882346900,Action
4862,Rumble in the Bronx (1995),3,879460236,Action
4863,Terminator 2: Judgment Day (1991),4,885075267,Action
4864,Terminator 2: Judgment Day (1991),3,884920900,Action
4865,What's Eating Gilbert Grape (1993),3,879455021,Comedy
4866,In & Out (1997),5,879780879,Comedy
4867,Hamlet (1996),5,879796808,Drama
4868,True Lies (1994),3,886189965,Action
4869,Shadow Conspiracy (1997),3,880116278,Thriller
4870,Fargo (1996),4,881672333,Crime
4871,"World of Apu, The (Apur Sansar) (1959)",5,885807455,Drama
4872,Star Maps (1997),4,879012772,Drama
4873,Raising Arizona (1987),4,875072235,Comedy
4874,"Birdcage, The (1996)",4,880406506,Comedy
4875,"African Queen, The (1951)",3,887523453,Action
4876,Afterglow (1997),3,887425070,Drama
4877,Return of the Jedi (1983),1,888067765,Action
4878,Ransom (1996),5,877530860,Drama
4879,"Fish Called Wanda, A (1988)",4,880507625,Comedy
4880,"Net, The (1995)",3,887771924,Sci-Fi
4881,Hamlet (1996),4,888629863,Drama
4882,"American President, The (1995)",4,882141659,Comedy
4883,Batman (1989),3,875463202,Action
4884,Die Hard (1988),4,879457812,Action
4885,"Shawshank Redemption, The (1994)",4,887426931,Drama
4886,Reservoir Dogs (1992),4,874965556,Crime
4887,Waterworld (1995),3,888521116,Action
4888,"Magnificent Seven, The (1954)",5,882139717,Action
4889,Crash (1996),5,879148050,Drama
4890,Just Cause (1995),4,884065773,Mystery
4891,Wishmaster (1997),1,883702631,Horror
4892,Breakdown (1997),3,875340117,Action
4893,Event Horizon (1997),4,879365417,Action
4894,Raging Bull (1980),5,876960894,Drama
4895,"Bridge on the River Kwai, The (1957)",4,880347770,Drama
4896,Dragonheart (1996),3,891390599,Action
4897,Girl 6 (1996),3,891446873,Comedy
4898,Bananas (1971),4,883602664,Comedy
4899,"River Wild, The (1994)",3,888897264,Action
4900,"Mask, The (1994)",4,883876155,Comedy
4901,Billy Madison (1995),5,879485686,Comedy
4902,Toy Story (1995),4,881602577,Animation
4903,Carrie (1976),3,875720744,Horror
4904,Forrest Gump (1994),2,890023556,Comedy
4905,When Harry Met Sally... (1989),5,877878688,Comedy
4906,All Dogs Go to Heaven 2 (1996),3,891702122,Animation
4907,Twelve Monkeys (1995),4,880123019,Drama
4908,Circle of Friends (1995),3,877532013,Drama
4909,Return of the Jedi (1983),3,883530521,Action
4910,Bedknobs and Broomsticks (1971),4,878850456,Adventure
4911,Thinner (1996),3,882212373,Horror
4912,Gone with the Wind (1939),5,880472272,Drama
4913,Annie Hall (1977),1,889178562,Comedy
4914,Evita (1996),5,884124382,Drama
4915,Get on the Bus (1996),3,886030176,Drama
4916,Casablanca (1942),5,891262983,Drama
4917,Contact (1997),4,884916532,Drama
4918,Milk Money (1994),3,874956981,Comedy
4919,Eat Drink Man Woman (1994),4,886286926,Comedy
4920,Primal Fear (1996),2,880313604,Drama
4921,"20,000 Leagues Under the Sea (1954)",5,891353444,Adventure
4922,Death and the Maiden (1994),5,886286283,Drama
4923,When Harry Met Sally... (1989),4,887864432,Comedy
4924,Maverick (1994),4,883713048,Action
4925,Star Trek: The Wrath of Khan (1982),5,885767774,Action
4926,Interview with the Vampire (1994),3,882386662,Drama
4927,Pretty Woman (1990),3,879995215,Comedy
4928,Army of Darkness (1993),4,877104086,Action
4929,"African Queen, The (1951)",3,874729935,Action
4930,Four Weddings and a Funeral (1994),5,883700743,Comedy
4931,"Santa Clause, The (1994)",3,874830908,Children's
4932,"Adventures of Robin Hood, The (1938)",4,879442702,Action
4933,Muriel's Wedding (1994),5,886513706,Comedy
4934,Rebel Without a Cause (1955),3,891547763,Drama
4935,First Knight (1995),3,884036050,Action
4936,Toy Story (1995),5,883427101,Animation
4937,Contact (1997),3,890618198,Drama
4938,"Magnificent Seven, The (1954)",4,879461337,Action
4939,"Godfather, The (1972)",5,881672441,Action
4940,Contact (1997),3,891207859,Drama
4941,"Fugitive, The (1993)",4,882826306,Action
4942,In & Out (1997),5,887134816,Comedy
4943,Four Weddings and a Funeral (1994),3,878092758,Comedy
4944,Jumanji (1995),4,883327639,Action
4945,"Graduate, The (1967)",4,888954243,Drama
4946,Toy Story (1995),3,891448229,Animation
4947,Contact (1997),5,892660728,Drama
4948,"Remains of the Day, The (1993)",5,885828650,Drama
4949,"Lion King, The (1994)",4,888445838,Animation
4950,Roman Holiday (1953),5,874984315,Comedy
4951,Grosse Fatigue (1994),5,881047168,Comedy
4952,Casper (1995),3,888636216,Adventure
4953,Grosse Pointe Blank (1997),4,891544997,Comedy
4954,Like Water For Chocolate (Como agua para chocolate) (1992),4,878091912,Drama
4955,"Bridges of Madison County, The (1995)",3,886287497,Drama
4956,How to Make an American Quilt (1995),2,879530824,Drama
4957,"Favor, The (1994)",2,888517922,Comedy
4958,"Crying Game, The (1992)",3,875482826,Action
4959,Star Wars (1977),5,875428765,Action
4960,Mary Poppins (1964),4,891309887,Children's
4961,Real Genius (1985),4,874730085,Comedy
4962,Sabrina (1954),5,888732609,Comedy
4963,Pinocchio (1940),4,889988232,Animation
4964,"Lawnmower Man, The (1992)",4,885141502,Action
4965,"Substitute, The (1996)",2,879147550,Action
4966,"Wild Bunch, The (1969)",3,885807510,Western
4967,Patton (1970),5,882902988,Drama
4968,Jade (1995),3,881180138,Thriller
4969,Ed Wood (1994),4,876525076,Comedy
4970,Toy Story (1995),4,878879283,Animation
4971,Feeling Minnesota (1996),3,880313992,Drama
4972,"Return of the Pink Panther, The (1974)",3,882141582,Comedy
4973,Die Hard (1988),5,878887680,Action
4974,To Catch a Thief (1955),4,877399658,Comedy
4975,Everyone Says I Love You (1996),2,880951046,Comedy
4976,When We Were Kings (1996),3,877018347,Documentary
4977,Shall We Dance? (1996),4,891278996,Comedy
4978,Mission: Impossible (1996),3,879531458,Action
4979,To Kill a Mockingbird (1962),5,891698224,Drama
4980,Blade Runner (1982),4,882347465,Film-Noir
4981,Mighty Aphrodite (1995),3,884899768,Comedy
4982,Return of the Jedi (1983),5,886921199,Action
4983,Heavenly Creatures (1994),4,884634533,Drama
4984,"Phantom, The (1996)",4,874775580,Adventure
4985,Broken Arrow (1996),3,876311423,Action
4986,Braveheart (1995),4,879455126,Action
4987,Back to the Future (1985),3,888521413,Comedy
4988,"African Queen, The (1951)",5,880484755,Action
4989,"Santa Clause, The (1994)",2,891388294,Children's
4990,Fargo (1996),3,876231441,Crime
4991,"Big Sleep, The (1946)",3,886286999,Film-Noir
4992,2001: A Space Odyssey (1968),1,887747108,Drama
4993,Seven (Se7en) (1995),4,879529702,Crime
4994,L.A. Confidential (1997),3,877137358,Crime
4995,Independence Day (ID4) (1996),3,879962551,Action
4996,Fried Green Tomatoes (1991),5,880406800,Drama
4997,Addams Family Values (1993),3,877534975,Comedy
4998,Freeway (1996),3,875145667,Crime
4999,Around the World in 80 Days (1956),2,886031678,Adventure
5000,Phenomenon (1996),3,889334373,Drama
5001,"Silence of the Lambs, The (1991)",5,875726886,Drama
5002,Titanic (1997),3,891034404,Action
5003,Four Rooms (1995),3,888519113,Thriller
5004,Nick of Time (1995),2,876105554,Action
5005,Star Wars (1977),4,891293974,Action
5006,"Secret Garden, The (1993)",4,874730342,Children's
5007,Like Water For Chocolate (Como agua para chocolate) (1992),4,875288196,Drama
5008,Some Kind of Wonderful (1987),5,880606993,Drama
5009,Lone Star (1996),4,887863412,Drama
5010,Good Will Hunting (1997),5,886365142,Drama
5011,Nixon (1995),3,875242935,Drama
5012,Contact (1997),4,880672230,Drama
5013,"Godfather: Part II, The (1974)",3,879376553,Action
5014,Muriel's Wedding (1994),3,880952360,Comedy
5015,Fantasia (1940),1,884636151,Animation
5016,Mighty Aphrodite (1995),3,875652318,Comedy
5017,Searching for Bobby Fischer (1993),5,880117635,Drama
5018,Mr. Holland's Opus (1995),4,875659636,Drama
5019,Strawberry and Chocolate (Fresa y chocolate) (1993),1,885549590,Drama
5020,Maverick (1994),3,881058929,Action
5021,"Crucible, The (1996)",3,879451517,Drama
5022,Cyrano de Bergerac (1990),4,887925751,Action
5023,Marvin's Room (1996),3,886324097,Drama
5024,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",4,888639014,Drama
5025,FairyTale: A True Story (1997),3,893284420,Children's
5026,"Lion King, The (1994)",5,875323833,Animation
5027,Citizen Ruth (1996),3,879788345,Comedy
5028,Sense and Sensibility (1995),5,883427048,Drama
5029,Wolf (1994),3,888467400,Drama
5030,Cool Hand Luke (1967),4,875482448,Comedy
5031,Liar Liar (1997),2,883388120,Comedy
5032,Like Water For Chocolate (Como agua para chocolate) (1992),2,891307540,Drama
5033,Sense and Sensibility (1995),4,881107351,Drama
5034,True Lies (1994),3,888633042,Action
5035,Mary Poppins (1964),3,882360993,Children's
5036,Fire Down Below (1997),2,885019746,Action
5037,Ransom (1996),3,880313723,Drama
5038,"Chamber, The (1996)",4,887745199,Drama
5039,Seven (Se7en) (1995),5,877107339,Crime
5040,Volcano (1997),4,891366693,Drama
5041,Field of Dreams (1989),4,891722174,Drama
5042,Mad City (1997),4,880138999,Action
5043,Liar Liar (1997),1,886029083,Comedy
5044,Reality Bites (1994),3,877934446,Comedy
5045,"Saint, The (1997)",4,879220651,Action
5046,To Kill a Mockingbird (1962),4,891239064,Drama
5047,Mighty Aphrodite (1995),4,879372634,Comedy
5048,Outbreak (1995),3,891455610,Action
5049,"Corrina, Corrina (1994)",3,887840014,Comedy
5050,"Great White Hype, The (1996)",4,888634802,Comedy
5051,To Gillian on Her 37th Birthday (1996),2,883627509,Drama
5052,Beautiful Girls (1996),4,875244598,Drama
5053,Dances with Wolves (1990),2,881702632,Adventure
5054,Ninotchka (1939),4,892317967,Comedy
5055,"Princess Bride, The (1987)",3,880777167,Action
5056,Apollo 13 (1995),5,880472077,Action
5057,"Great Escape, The (1963)",4,879799526,Adventure
5058,"Shawshank Redemption, The (1994)",5,882669391,Drama
5059,Batman (1989),3,882360496,Action
5060,"Edge, The (1997)",4,879446114,Adventure
5061,Scream (1996),3,882387685,Horror
5062,"Full Monty, The (1997)",4,884814359,Comedy
5063,"Shining, The (1980)",5,880923862,Horror
5064,Dave (1993),3,875964179,Comedy
5065,When Harry Met Sally... (1989),3,879647298,Comedy
5066,Army of Darkness (1993),4,884478358,Action
5067,"Empire Strikes Back, The (1980)",5,880117333,Action
5068,Money Train (1995),4,884498141,Action
5069,"Fifth Element, The (1997)",4,884134290,Action
5070,Dead Poets Society (1989),4,891384888,Drama
5071,"Boot, Das (1981)",4,891369678,Action
5072,Singin' in the Rain (1952),4,877099934,Musical
5073,Flubber (1997),2,883190434,Children's
5074,"Saint, The (1997)",4,887643365,Action
5075,"Last Supper, The (1995)",4,876521887,Drama
5076,Die Hard (1988),5,878847835,Action
5077,Citizen Kane (1941),5,887737686,Drama
5078,Nothing to Lose (1994),3,890939815,Drama
5079,GoldenEye (1995),2,878738757,Action
5080,"Good, The Bad and The Ugly, The (1966)",3,880567612,Action
5081,Snow White and the Seven Dwarfs (1937),5,879546553,Animation
5082,Sophie's Choice (1982),4,886373591,Drama
5083,Tommy Boy (1995),1,885810538,Comedy
5084,Pretty Woman (1990),3,880474871,Comedy
5085,While You Were Sleeping (1995),4,885816884,Comedy
5086,Toy Story (1995),5,879793192,Animation
5087,"Rock, The (1996)",1,875427948,Action
5088,"Maltese Falcon, The (1941)",5,878090705,Film-Noir
5089,Midnight in the Garden of Good and Evil (1997),4,889028941,Comedy
5090,12 Angry Men (1957),5,874831383,Drama
5091,12 Angry Men (1957),5,891397535,Drama
5092,Twelve Monkeys (1995),4,884131597,Drama
5093,My Life as a Dog (Mitt liv som hund) (1985),4,879445949,Drama
5094,Wyatt Earp (1994),4,888629804,Western
5095,Grumpier Old Men (1995),4,882469250,Comedy
5096,M (1931),1,886367133,Crime
5097,Apocalypse Now (1979),5,888639735,Drama
5098,When We Were Kings (1996),4,879535694,Documentary
5099,"Rock, The (1996)",4,884642339,Action
5100,Blade Runner (1982),4,883600842,Film-Noir
5101,"Aristocats, The (1970)",4,883874778,Animation
5102,To Die For (1995),3,886286954,Comedy
5103,"Graduate, The (1967)",5,885816768,Drama
5104,"Shining, The (1980)",4,878915015,Horror
5105,Red Rock West (1992),2,882384847,Thriller
5106,Supercop (1992),3,885075211,Action
5107,"Fugitive, The (1993)",3,881959104,Action
