id,name,age,score,category
5397,Jane Eyre (1996),57,2.0,Drama
"5398,""Mirror Has Two Faces, The (1996)"",24,1.0,Comedy"
5399,Aliens (1986),27,5.0,Action
5400,Gone with the Wind (1939),32,5.0,Drama
5401,Sneakers (1992),40,2.0,Crime
"5402,""Bridge on the River Kwai, The (1957)"",27,4.0,Drama"
5403,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),24,3.0,Sci-Fi
5404,Fargo (1996),42,4.0,Crime
5405,Kingpin (1996),21,1.0,Comedy
5406,Welcome to the Dollhouse (1995),48,4.0,Comedy
5407,Bob Roberts (1992),20,4.0,Comedy
"5408,""Saint, The (1997)"",42,4.0,Action"
5409,Terminal Velocity (1994),25,3.0,Action
5410,Two if by Sea (1996),31,1.0,Comedy
"5411,""People vs. Larry Flynt, The (1996)"",60,4.0,Drama"
"5412,""Leading Man, The (1996)"",30,4.0,Romance"
"5413,""Crucible, The (1996)"",34,3.0,Drama"
"5414,""Lost World: Jurassic Park, The (1997)"",47,3.0,Action"
5415,Coneheads (1993),25,2.0,Comedy
5416,George of the Jungle (1997),37,3.0,Children's
5417,In the Company of Men (1997),46,4.0,Drama
5418,Reality Bites (1994),22,3.0,Comedy
5419,Starship Troopers (1997),36,3.0,Action
"5420,""Hunt for Red October, The (1990)"",43,5.0,Action"
5421,When Harry Met Sally... (1989),31,4.0,Comedy
5422,Return of the Jedi (1983),16,5.0,Action
5423,Phenomenon (1996),49,5.0,Drama
5424,Army of Darkness (1993),24,4.0,Action
5425,Ghost (1990),21,3.0,Comedy
5426,She's the One (1996),60,3.0,Comedy
5427,In Love and War (1996),23,4.0,Romance
"5428,""Game, The (1997)"",33,4.0,Mystery"
5429,Apocalypse Now (1979),23,5.0,Drama
5430,True Lies (1994),44,5.0,Action
5431,Richard III (1995),52,3.0,Drama
5432,Broken Arrow (1996),30,3.0,Action
5433,Phenomenon (1996),24,5.0,Drama
5434,Bound (1996),33,1.0,Crime
5435,Kingpin (1996),28,3.0,Comedy
"5436,""Great Escape, The (1963)"",50,3.0,Adventure"
"5437,""Three Musketeers, The (1993)"",29,3.0,Action"
5438,Phenomenon (1996),41,4.0,Drama
"5439,""Quiet Man, The (1952)"",35,5.0,Comedy"
5440,Clean Slate (1994),25,4.0,Comedy
5441,Maximum Risk (1996),25,4.0,Action
"5442,""Silence of the Lambs, The (1991)"",27,4.0,Drama"
"5443,""Omen, The (1976)"",26,2.0,Horror"
"5444,""Rock, The (1996)"",25,5.0,Action"
5445,Afterglow (1997),50,3.0,Drama
5446,Dante's Peak (1997),26,1.0,Action
5447,Sleepless in Seattle (1993),54,5.0,Comedy
"5448,""Boys, Les (1997)"",60,4.0,Comedy"
5449,Liar Liar (1997),26,3.0,Comedy
5450,Another Stakeout (1993),30,1.0,Comedy
5451,Pretty Woman (1990),22,3.0,Comedy
5452,Toy Story (1995),27,4.0,Animation
"5453,""Devil's Own, The (1997)"",21,3.0,Action"
5454,Speechless (1994),22,3.0,Comedy
5455,Anne Frank Remembered (1995),30,5.0,Documentary
5456,Titanic (1997),22,3.0,Action
5457,Jackie Brown (1997),21,4.0,Crime
5458,Bonnie and Clyde (1967),24,5.0,Crime
5459,Sophie's Choice (1982),48,3.0,Drama
5460,Star Trek: The Wrath of Khan (1982),33,4.0,Action
"5461,""Game, The (1997)"",23,5.0,Mystery"
5462,Good Will Hunting (1997),36,4.0,Drama
5463,Terminal Velocity (1994),28,4.0,Action
"5464,""Silence of the Lambs, The (1991)"",25,5.0,Drama"
5465,Star Trek: The Motion Picture (1979),30,2.0,Action
5466,Timecop (1994),27,3.0,Action
"5467,""Empire Strikes Back, The (1980)"",50,4.0,Action"
5468,Dolores Claiborne (1994),60,3.0,Drama
5469,Interview with the Vampire (1994),25,4.0,Drama
5470,Raiders of the Lost Ark (1981),33,4.0,Action
5471,Body Snatchers (1993),39,3.0,Horror
5472,Microcosmos: Le peuple de l'herbe (1996),46,1.0,Documentary
"5473,""Old Man and the Sea, The (1958)"",36,3.0,Adventure"
5474,Kingpin (1996),29,2.0,Comedy
5475,Evita (1996),47,2.0,Drama
5476,Quiz Show (1994),53,3.0,Drama
5477,Back to the Future (1985),25,3.0,Comedy
"5478,""Big Lebowski, The (1998)"",21,2.0,Comedy"
"5479,""Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)"",42,3.0,Horror"
5480,Austin Powers: International Man of Mystery (1997),22,3.0,Comedy
"5481,""American President, The (1995)"",27,2.0,Comedy"
"5482,""Arrival, The (1996)"",26,3.0,Action"
"5483,""Hunchback of Notre Dame, The (1996)"",16,2.0,Animation"
5484,Ace Ventura: When Nature Calls (1995),19,3.0,Comedy
5485,Othello (1995),27,3.0,Drama
5486,Star Wars (1977),45,4.0,Action
5487,Star Wars (1977),19,5.0,Action
5488,Curdled (1996),19,4.0,Crime
5489,Up Close and Personal (1996),15,3.0,Drama
5490,Bram Stoker's Dracula (1992),36,3.0,Horror
5491,Private Parts (1997),27,4.0,Comedy
"5492,""American President, The (1995)"",20,3.0,Comedy"
5493,Happy Gilmore (1996),20,5.0,Comedy
5494,Tin Cup (1996),31,4.0,Comedy
5495,Star Trek VI: The Undiscovered Country (1991),24,4.0,Action
5496,Murder in the First (1995),27,4.0,Drama
5497,Year of the Horse (1997),23,4.0,Documentary
5498,Shallow Grave (1994),43,5.0,Thriller
5499,Three Colors: Red (1994),24,4.0,Drama
"5500,""Quick and the Dead, The (1995)"",23,2.0,Action"
"5501,""Fugitive, The (1993)"",25,5.0,Action"
5502,Cape Fear (1991),27,2.0,Thriller
5503,Spawn (1997),24,2.0,Action
5504,Batman Forever (1995),27,2.0,Action
5505,Austin Powers: International Man of Mystery (1997),44,3.0,Comedy
5506,Aladdin (1992),28,5.0,Animation
5507,Waterworld (1995),32,2.0,Action
5508,Gone with the Wind (1939),32,5.0,Drama
"5509,""Unbearable Lightness of Being, The (1988)"",37,1.0,Drama"
"5510,""Postman, The (1997)"",47,1.0,Drama"
5511,Gattaca (1997),19,3.0,Drama
5512,Ayn Rand: A Sense of Life (1997),60,3.0,Documentary
5513,Rear Window (1954),41,5.0,Mystery
5514,Days of Thunder (1990),27,3.0,Action
5515,Citizen Ruth (1996),44,4.0,Comedy
5516,Speed (1994),57,4.0,Action
"5517,""Frighteners, The (1996)"",21,4.0,Comedy"
"5518,""Perfect World, A (1993)"",60,4.0,Action"
5519,Benny & Joon (1993),27,3.0,Comedy
5520,Cronos (1992),22,2.0,Horror
"5521,""Shining, The (1980)"",27,4.0,Horror"
5522,Pinocchio (1940),50,3.0,Animation
"5523,""Sound of Music, The (1965)"",27,5.0,Musical"
"5524,""Piano, The (1993)"",51,4.0,Drama"
5525,Volcano (1997),22,2.0,Drama
5526,Three Colors: Blue (1993),22,1.0,Drama
"5527,""Apartment, The (1960)"",44,5.0,Comedy"
5528,In the Name of the Father (1993),21,4.0,Drama
5529,Batman Forever (1995),40,4.0,Action
5530,Home for the Holidays (1995),35,5.0,Drama
5531,Mighty Aphrodite (1995),51,4.0,Comedy
5532,Young Frankenstein (1974),31,3.0,Comedy
"5533,""Killing Fields, The (1984)"",35,5.0,Drama"
5534,Addicted to Love (1997),17,3.0,Comedy
5535,Twelve Monkeys (1995),43,3.0,Drama
5536,Mr. Smith Goes to Washington (1939),22,3.0,Drama
5537,Toy Story (1995),57,4.0,Animation
"5538,""Killing Fields, The (1984)"",40,4.0,Drama"
"5539,""Blues Brothers, The (1980)"",31,5.0,Action"
5540,Everyone Says I Love You (1996),58,3.0,Comedy
5541,Indiana Jones and the Last Crusade (1989),19,4.0,Action
5542,Waterworld (1995),24,3.0,Action
5543,Mr. Smith Goes to Washington (1939),51,4.0,Drama
"5544,""Terminator, The (1984)"",45,4.0,Action"
5545,Cold Comfort Farm (1995),27,5.0,Comedy
5546,She's the One (1996),35,2.0,Comedy
5547,Multiplicity (1996),29,3.0,Comedy
5548,Amos & Andrew (1993),44,2.0,Comedy
5549,Kolya (1996),31,3.0,Comedy
5550,Heathers (1989),29,3.0,Comedy
5551,Cool Hand Luke (1967),35,5.0,Comedy
5552,Searching for Bobby Fischer (1993),25,4.0,Drama
5553,Sleepless in Seattle (1993),24,4.0,Comedy
"5554,""Hunt for Red October, The (1990)"",25,5.0,Action"
"5555,""Truth About Cats & Dogs, The (1996)"",29,4.0,Comedy"
5556,Marvin's Room (1996),18,3.0,Drama
5557,Girl 6 (1996),47,3.0,Comedy
"5558,""Birdcage, The (1996)"",60,5.0,Comedy"
"5559,""Grifters, The (1990)"",38,2.0,Crime"
5560,Scream (1996),36,4.0,Horror
5561,Palmetto (1998),56,4.0,Film-Noir
"5562,""Grand Day Out, A (1992)"",50,5.0,Animation"
"5563,""Omen, The (1976)"",26,4.0,Horror"
"5564,""Great White Hype, The (1996)"",24,3.0,Comedy"
5565,Clear and Present Danger (1994),42,5.0,Action
"5566,""Modern Affair, A (1995)"",33,1.0,Romance"
5567,Raiders of the Lost Ark (1981),53,4.0,Action
5568,Malice (1993),27,4.0,Thriller
5569,Happy Gilmore (1996),20,3.0,Comedy
5570,Mary Poppins (1964),41,5.0,Children's
5571,Twelve Monkeys (1995),24,5.0,Drama
5572,Back to the Future (1985),36,1.0,Comedy
"5573,""Thin Blue Line, The (1988)"",31,5.0,Documentary"
5574,Wings of Desire (1987),34,4.0,Comedy
5575,Ace Ventura: Pet Detective (1994),22,4.0,Comedy
5576,Die Hard (1988),19,4.0,Action
"5577,""Firm, The (1993)"",23,1.0,Drama"
5578,Maverick (1994),42,3.0,Action
5579,Little Women (1994),29,3.0,Drama
5580,Snow White and the Seven Dwarfs (1937),51,5.0,Animation
5581,I Know What You Did Last Summer (1997),57,2.0,Horror
5582,Schindler's List (1993),69,5.0,Drama
"5583,""Rainmaker, The (1997)"",26,3.0,Drama"
5584,Bob Roberts (1992),44,5.0,Comedy
5585,Batman Forever (1995),29,3.0,Action
"5586,""Amityville Horror, The (1979)"",27,3.0,Horror"
5587,My Own Private Idaho (1991),27,4.0,Drama
5588,Air Force One (1997),30,4.0,Action
5589,Benny & Joon (1993),27,2.0,Comedy
5590,Alien (1979),60,4.0,Action
5591,Forrest Gump (1994),27,4.0,Comedy
5592,Blues Brothers 2000 (1998),17,1.0,Action
5593,Dead Man Walking (1995),28,4.0,Drama
"5594,""Long Kiss Goodnight, The (1996)"",46,3.0,Action"
5595,Terminator 2: Judgment Day (1991),20,5.0,Action
5596,Desperado (1995),29,3.0,Action
"5597,""English Patient, The (1996)"",20,3.0,Drama"
5598,L.A. Confidential (1997),33,4.0,Crime
5599,Raising Arizona (1987),35,5.0,Comedy
5600,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),28,3.0,Sci-Fi
5601,Lost Horizon (1937),44,3.0,Drama
5602,Alien: Resurrection (1997),18,5.0,Action
5603,Dances with Wolves (1990),24,3.0,Adventure
"5604,""Cook the Thief His Wife & Her Lover, The (1989)"",23,1.0,Drama"
5605,Alien 3 (1992),58,2.0,Action
5606,Twister (1996),19,2.0,Action
"5607,""First Wives Club, The (1996)"",24,3.0,Comedy"
5608,Zeus and Roxanne (1997),50,2.0,Children's
5609,Akira (1988),44,3.0,Adventure
5610,Get Shorty (1995),39,4.0,Action
"5611,""39 Steps, The (1935)"",58,5.0,Thriller"
5612,Belle de jour (1967),51,3.0,Drama
5613,Groundhog Day (1993),40,4.0,Comedy
5614,Fatal Instinct (1993),51,3.0,Comedy
"5615,""Godfather: Part II, The (1974)"",33,5.0,Action"
5616,Unforgiven (1992),24,4.0,Western
"5617,""Saint, The (1997)"",29,3.0,Action"
5618,Twelve Monkeys (1995),45,3.0,Drama
"5619,""Godfather, The (1972)"",24,5.0,Action"
5620,Basic Instinct (1992),18,3.0,Mystery
5621,Chasing Amy (1997),41,5.0,Drama
5622,Monty Python and the Holy Grail (1974),39,4.0,Comedy
5623,Mars Attacks! (1996),49,1.0,Action
5624,Heathers (1989),25,5.0,Comedy
"5625,""Beautician and the Beast, The (1997)"",26,1.0,Comedy"
5626,Michael (1996),40,4.0,Comedy
5627,Smoke (1995),33,5.0,Drama
5628,Much Ado About Nothing (1993),69,3.0,Comedy
"5629,""Fugitive, The (1993)"",47,5.0,Action"
5630,Junior (1994),40,3.0,Comedy
5631,Seven Years in Tibet (1997),30,4.0,Drama
5632,Pink Floyd - The Wall (1982),53,3.0,Drama
5633,Angus (1995),22,1.0,Comedy
5634,Rosewood (1997),30,4.0,Drama
5635,Amistad (1997),18,5.0,Drama
"5636,""Right Stuff, The (1983)"",40,4.0,Drama"
5637,Fargo (1996),24,5.0,Crime
"5638,""Client, The (1994)"",18,4.0,Drama"
5639,Bullets Over Broadway (1994),20,4.0,Comedy
5640,Apollo 13 (1995),23,4.0,Action
5641,Last Man Standing (1996),29,2.0,Action
5642,Chinatown (1974),57,5.0,Film-Noir
5643,Under Siege (1992),23,4.0,Action
5644,Tales From the Crypt Presents: Demon Knight (1995),24,1.0,Horror
"5645,""Cook the Thief His Wife & Her Lover, The (1989)"",24,4.0,Drama"
"5646,""Last of the Mohicans, The (1992)"",20,4.0,Action"
5647,Real Genius (1985),27,5.0,Comedy
5648,Addams Family Values (1993),27,2.0,Comedy
5649,Cyrano de Bergerac (1990),46,4.0,Action
5650,Mother Night (1996),31,1.0,Drama
"5651,""River Wild, The (1994)"",27,3.0,Action"
"5652,""Sound of Music, The (1965)"",30,3.0,Musical"
"5653,""Devil's Own, The (1997)"",23,1.0,Action"
5654,Butch Cassidy and the Sundance Kid (1969),32,3.0,Action
5655,Carrie (1976),18,3.0,Horror
5656,Everyone Says I Love You (1996),40,1.0,Comedy
5657,Weekend at Bernie's (1989),40,5.0,Comedy
"5658,""Terminator, The (1984)"",51,3.0,Action"
5659,Cinema Paradiso (1988),22,1.0,Comedy
5660,From Dusk Till Dawn (1996),19,1.0,Action
"5661,""Terminator, The (1984)"",22,3.0,Action"
5662,Like Water For Chocolate (Como agua para chocolate) (1992),29,3.0,Drama
5663,Breakfast at Tiffany's (1961),31,5.0,Drama
5664,Jackie Chan's First Strike (1996),19,3.0,Action
5665,Full Metal Jacket (1987),65,3.0,Action
"5666,""Corrina, Corrina (1994)"",50,3.0,Comedy"
5667,Contact (1997),29,4.0,Drama
5668,Restoration (1995),29,1.0,Drama
5669,Patton (1970),23,3.0,Drama
5670,James and the Giant Peach (1996),38,3.0,Animation
"5671,""Remains of the Day, The (1993)"",19,3.0,Drama"
5672,Sabrina (1995),44,3.0,Comedy
"5673,""Saint, The (1997)"",30,3.0,Action"
5674,Die Hard 2 (1990),24,1.0,Action
"5675,""Fox and the Hound, The (1981)"",22,4.0,Animation"
5676,Batman (1989),39,3.0,Action
5677,Bastard Out of Carolina (1996),50,3.0,Drama
5678,Chasing Amy (1997),22,3.0,Drama
5679,Heathers (1989),28,4.0,Comedy
"5680,""Rock, The (1996)"",17,3.0,Action"
5681,Spy Hard (1996),26,2.0,Comedy
5682,Playing God (1997),47,3.0,Crime
5683,Brazil (1985),33,3.0,Sci-Fi
"5684,""Grand Day Out, A (1992)"",33,5.0,Animation"
5685,Apollo 13 (1995),29,4.0,Action
5686,Shine (1996),33,5.0,Drama
5687,Air Force One (1997),36,4.0,Action
5688,Carrington (1995),35,4.0,Drama
5689,Gone with the Wind (1939),26,4.0,Drama
5690,Event Horizon (1997),28,3.0,Action
"5691,""Good, The Bad and The Ugly, The (1966)"",44,3.0,Action"
5692,Trainspotting (1996),21,5.0,Drama
5693,Angels in the Outfield (1994),40,3.0,Children's
5694,Dial M for Murder (1954),36,4.0,Mystery
5695,Bram Stoker's Dracula (1992),43,3.0,Horror
5696,Return of the Jedi (1983),25,4.0,Action
"5697,""Silence of the Lambs, The (1991)"",22,5.0,Drama"
5698,Dances with Wolves (1990),48,5.0,Adventure
5699,Star Wars (1977),30,4.0,Action
5700,Taxi Driver (1976),19,4.0,Drama
"5701,""Sound of Music, The (1965)"",21,3.0,Musical"
5702,On Golden Pond (1981),61,5.0,Drama
"5703,""Hunt for Red October, The (1990)"",24,3.0,Action"
5704,Belle de jour (1967),35,3.0,Drama
"5705,""Fish Called Wanda, A (1988)"",19,4.0,Comedy"
5706,Heathers (1989),20,3.0,Comedy
"5707,""Godfather, The (1972)"",51,5.0,Action"
"5708,""Silence of the Lambs, The (1991)"",48,4.0,Drama"
5709,William Shakespeare's Romeo and Juliet (1996),39,5.0,Drama
5710,Muppet Treasure Island (1996),44,3.0,Action
5711,Mighty Aphrodite (1995),33,3.0,Comedy
5712,Wag the Dog (1997),49,3.0,Comedy
5713,101 Dalmatians (1996),42,3.0,Children's
5714,Liar Liar (1997),25,4.0,Comedy
5715,Mortal Kombat (1995),27,2.0,Action
"5716,""Cable Guy, The (1996)"",19,1.0,Comedy"
"5717,""Sound of Music, The (1965)"",43,4.0,Musical"
5718,Bedknobs and Broomsticks (1971),32,3.0,Adventure
5719,Con Air (1997),50,3.0,Action
5720,Contact (1997),29,3.0,Drama
5721,Volcano (1997),34,4.0,Drama
"5722,""Rainmaker, The (1997)"",31,3.0,Drama"
5723,Rising Sun (1993),25,5.0,Action
5724,Dumb & Dumber (1994),19,5.0,Comedy
5725,Mother (1996),30,3.0,Comedy
5726,Duck Soup (1933),56,3.0,Comedy
5727,Evita (1996),29,1.0,Drama
5728,Dante's Peak (1997),39,4.0,Action
"5729,""Nightmare on Elm Street, A (1984)"",24,3.0,Horror"
"5730,""Blues Brothers, The (1980)"",45,4.0,Action"
5731,Sleepers (1996),30,5.0,Crime
5732,Sabrina (1995),59,3.0,Comedy
5733,Young Guns (1988),28,3.0,Action
5734,Fargo (1996),29,5.0,Crime
5735,Get Shorty (1995),21,3.0,Action
5736,Dead Man Walking (1995),33,3.0,Drama
"5737,""Saint, The (1997)"",26,2.0,Action"
5738,Local Hero (1983),32,2.0,Comedy
5739,Contact (1997),39,4.0,Drama
5740,Mimic (1997),21,4.0,Sci-Fi
"5741,""Designated Mourner, The (1997)"",21,2.0,Drama"
"5742,""Blues Brothers, The (1980)"",28,5.0,Action"
5743,George of the Jungle (1997),22,3.0,Children's
"5744,""Hudsucker Proxy, The (1994)"",27,3.0,Comedy"
"5745,""Very Brady Sequel, A (1996)"",40,1.0,Comedy"
5746,Chinatown (1974),32,5.0,Film-Noir
5747,Psycho (1960),43,2.0,Horror
5748,Jackie Chan's First Strike (1996),19,3.0,Action
5749,Air Force One (1997),35,4.0,Action
5750,Chinatown (1974),24,5.0,Film-Noir
5751,Virtuosity (1995),32,1.0,Sci-Fi
5752,Clueless (1995),36,4.0,Comedy
5753,Lone Star (1996),24,4.0,Drama
5754,This Is Spinal Tap (1984),26,4.0,Comedy
5755,Men in Black (1997),28,5.0,Action
5756,Platoon (1986),18,5.0,Drama
5757,Cinderella (1950),50,3.0,Animation
5758,To Be or Not to Be (1942),56,3.0,Comedy
5759,Sleepers (1996),20,4.0,Crime
5760,Scream 2 (1997),20,5.0,Horror
5761,Sabrina (1954),41,4.0,Comedy
5762,Much Ado About Nothing (1993),33,5.0,Comedy
"5763,""Hunchback of Notre Dame, The (1996)"",39,3.0,Animation"
5764,Romy and Michele's High School Reunion (1997),19,3.0,Comedy
5765,Chinatown (1974),21,5.0,Film-Noir
5766,Ghost (1990),17,4.0,Comedy
5767,Dead Man Walking (1995),28,3.0,Drama
5768,Glory (1989),32,4.0,Action
5769,Renaissance Man (1994),27,1.0,Comedy
"5770,""Blues Brothers, The (1980)"",27,4.0,Action"
5771,Rudy (1993),28,4.0,Drama
"5772,""Piano, The (1993)"",19,4.0,Drama"
"5773,""Inspector General, The (1949)"",58,4.0,Musical"
5774,In & Out (1997),19,3.0,Comedy
"5775,""Postino, Il (1994)"",22,1.0,Drama"
5776,Citizen Kane (1941),60,5.0,Drama
5777,Toy Story (1995),30,5.0,Animation
"5778,""Boot, Das (1981)"",38,4.0,Action"
5779,Batman Returns (1992),21,3.0,Action
5780,Bulletproof (1996),36,3.0,Action
5781,Star Trek: First Contact (1996),20,5.0,Action
5782,Citizen Kane (1941),42,5.0,Drama
5783,Men in Black (1997),20,4.0,Action
5784,Sgt. Bilko (1996),27,2.0,Comedy
5785,Murder at 1600 (1997),47,3.0,Mystery
5786,My Favorite Year (1982),43,1.0,Comedy
5787,True Lies (1994),43,3.0,Action
5788,Die Hard (1988),41,4.0,Action
"5789,""Queen Margot (Reine Margot, La) (1994)"",43,4.0,Drama"
5790,Die Hard: With a Vengeance (1995),32,4.0,Action
5791,Harold and Maude (1971),19,5.0,Comedy
5792,Just Cause (1995),30,3.0,Mystery
5793,Speed (1994),27,4.0,Action
"5794,""Abyss, The (1989)"",50,3.0,Action"
"5795,""Chamber, The (1996)"",49,4.0,Drama"
5796,Pulp Fiction (1994),20,2.0,Crime
"5797,""Godfather, The (1972)"",45,3.0,Action"
5798,Monty Python's Life of Brian (1979),32,3.0,Comedy
5799,Forrest Gump (1994),27,4.0,Comedy
5800,Cinderella (1950),27,3.0,Animation
5801,Murder at 1600 (1997),47,4.0,Mystery
5802,Apollo 13 (1995),44,4.0,Action
5803,Three Colors: White (1994),27,5.0,Drama
5804,Liar Liar (1997),50,4.0,Comedy
5805,Alien: Resurrection (1997),18,2.0,Action
"5806,""Rock, The (1996)"",26,4.0,Action"
5807,Star Wars (1977),42,2.0,Action
5808,Nikita (La Femme Nikita) (1990),56,4.0,Thriller
5809,Late Bloomers (1996),57,5.0,Comedy
5810,Babe (1995),37,5.0,Children's
5811,Four Weddings and a Funeral (1994),30,3.0,Comedy
5812,Get Shorty (1995),52,2.0,Action
5813,Booty Call (1997),17,1.0,Comedy
5814,Monty Python and the Holy Grail (1974),20,5.0,Comedy
5815,Bonnie and Clyde (1967),58,4.0,Crime
5816,Cool Runnings (1993),25,4.0,Comedy
5817,One Fine Day (1996),19,2.0,Drama
5818,Super Mario Bros. (1993),25,2.0,Action
5819,Clerks (1994),18,5.0,Comedy
"5820,""Ice Storm, The (1997)"",26,5.0,Drama"
5821,Funny Face (1957),36,4.0,Comedy
5822,Forbidden Planet (1956),35,3.0,Sci-Fi
5823,Ulee's Gold (1997),40,5.0,Drama
5824,Liar Liar (1997),24,3.0,Comedy
5825,Bedknobs and Broomsticks (1971),31,2.0,Adventure
"5826,""Terminator, The (1984)"",32,5.0,Action"
5827,M. Butterfly (1993),69,3.0,Drama
"5828,""Truth About Cats & Dogs, The (1996)"",43,5.0,Comedy"
5829,Aladdin (1992),24,3.0,Animation
5830,Batman (1989),21,2.0,Action
5831,To Kill a Mockingbird (1962),48,3.0,Drama
5832,Monty Python's Life of Brian (1979),34,3.0,Comedy
5833,Fear (1996),15,2.0,Thriller
5834,Ran (1985),24,5.0,Drama
5835,Chinatown (1974),39,5.0,Film-Noir
5836,Sneakers (1992),33,2.0,Crime
5837,Batman Returns (1992),21,3.0,Action
5838,Platoon (1986),28,4.0,Drama
5839,Jaws (1975),22,5.0,Action
5840,Forget Paris (1995),30,5.0,Comedy
5841,To Die For (1995),56,4.0,Comedy
5842,Back to the Future (1985),29,5.0,Comedy
5843,Reality Bites (1994),50,3.0,Comedy
5844,Sphere (1998),25,4.0,Adventure
5845,Citizen Kane (1941),20,4.0,Drama
5846,Crumb (1994),49,4.0,Documentary
"5847,""Fugitive, The (1993)"",19,4.0,Action"
5848,Once Were Warriors (1994),24,4.0,Crime
5849,Alien 3 (1992),28,5.0,Action
5850,Stealing Beauty (1996),45,2.0,Drama
5851,Schindler's List (1993),26,3.0,Drama
5852,Shiloh (1997),30,3.0,Children's
5853,Rear Window (1954),23,4.0,Mystery
5854,Star Trek: Generations (1994),27,5.0,Action
5855,I Shot Andy Warhol (1996),18,4.0,Drama
5856,Some Like It Hot (1959),35,4.0,Comedy
5857,Blue in the Face (1995),29,4.0,Comedy
5858,Crash (1996),45,3.0,Drama
"5859,""Silence of the Lambs, The (1991)"",43,5.0,Drama"
5860,Blade Runner (1982),44,4.0,Film-Noir
5861,Dances with Wolves (1990),47,4.0,Adventure
5862,Being There (1979),55,4.0,Comedy
5863,Quiz Show (1994),43,3.0,Drama
5864,Sleepers (1996),27,3.0,Crime
"5865,""Terminator, The (1984)"",60,2.0,Action"
5866,Glory (1989),28,4.0,Action
5867,Shallow Grave (1994),26,5.0,Thriller
"5868,""Saint, The (1997)"",39,3.0,Action"
"5869,""Crow: City of Angels, The (1996)"",19,1.0,Action"
5870,Beyond Rangoon (1995),49,4.0,Drama
5871,Indiana Jones and the Last Crusade (1989),29,3.0,Action
"5872,""Crucible, The (1996)"",26,2.0,Drama"
5873,Joe's Apartment (1996),34,2.0,Comedy
5874,Paradise Lost: The Child Murders at Robin Hood Hills (1996),41,1.0,Documentary
5875,True Lies (1994),22,3.0,Action
5876,Ran (1985),24,2.0,Drama
"5877,""Jackal, The (1997)"",36,1.0,Action"
"5878,""Postman, The (1997)"",40,5.0,Drama"
5879,Cool Runnings (1993),57,3.0,Comedy
"5880,""Empire Strikes Back, The (1980)"",30,4.0,Action"
5881,GoodFellas (1990),40,4.0,Crime
"5882,""Godfather, The (1972)"",39,4.0,Action"
5883,Big Night (1996),27,4.0,Drama
5884,It's My Party (1995),26,3.0,Drama
"5885,""Killing Fields, The (1984)"",22,5.0,Drama"
5886,Back to the Future (1985),25,3.0,Comedy
"5887,""Wizard of Oz, The (1939)"",22,2.0,Adventure"
5888,Outbreak (1995),51,3.0,Action
5889,Priest (1994),42,3.0,Drama
"5890,""Shining, The (1980)"",25,5.0,Horror"
5891,C'est arrivé près de chez vous (1992),22,1.0,Comedy
5892,Evita (1996),27,2.0,Drama
5893,Sabrina (1995),37,5.0,Comedy
5894,Fearless (1993),36,3.0,Drama
5895,Titanic (1997),60,3.0,Action
5896,Beavis and Butt-head Do America (1996),34,4.0,Animation
5897,Star Wars (1977),24,5.0,Action
5898,Rear Window (1954),26,4.0,Mystery
"5899,""First Wives Club, The (1996)"",20,4.0,Comedy"
5900,Barbarella (1968),27,2.0,Adventure
5901,Smoke (1995),20,4.0,Drama
5902,Terminator 2: Judgment Day (1991),19,3.0,Action
5903,One Fine Day (1996),15,3.0,Drama
5904,Geronimo: An American Legend (1993),24,4.0,Drama
5905,Metisse (Café au Lait) (1993),36,3.0,Comedy
"5906,""Empire Strikes Back, The (1980)"",15,5.0,Action"
5907,Sling Blade (1996),37,4.0,Drama
"5908,""Close Shave, A (1995)"",39,4.0,Animation"
5909,Don Juan DeMarco (1995),30,5.0,Comedy
5910,Three Colors: Red (1994),33,5.0,Drama
5911,Chinatown (1974),38,4.0,Film-Noir
5912,Casablanca (1942),24,5.0,Drama
5913,True Romance (1993),25,4.0,Action
5914,Schindler's List (1993),27,3.0,Drama
5915,Star Trek: The Wrath of Khan (1982),25,4.0,Action
"5916,""Devil's Own, The (1997)"",61,3.0,Action"
5917,Rear Window (1954),51,5.0,Mystery
5918,Jerry Maguire (1996),28,4.0,Drama
5919,Heavenly Creatures (1994),32,4.0,Drama
5920,Amistad (1997),51,5.0,Drama
5921,Indian Summer (1996),24,3.0,Comedy
5922,Devil in a Blue Dress (1995),35,4.0,Crime
5923,Independence Day (ID4) (1996),29,3.0,Action
5924,Scream (1996),22,5.0,Horror
5925,Live Nude Girls (1995),17,4.0,Comedy
5926,Gandhi (1982),30,1.0,Drama
5927,Mother (1996),30,4.0,Comedy
5928,Legends of the Fall (1994),35,5.0,Drama
5929,Thirty-Two Short Films About Glenn Gould (1993),60,4.0,Documentary
5930,Pulp Fiction (1994),29,3.0,Crime
5931,Restoration (1995),53,4.0,Drama
"5932,""Close Shave, A (1995)"",60,5.0,Animation"
"5933,""Empire Strikes Back, The (1980)"",49,5.0,Action"
5934,Fly Away Home (1996),30,5.0,Adventure
"5935,""Saint, The (1997)"",25,4.0,Action"
5936,In the Line of Fire (1993),44,4.0,Action
5937,Field of Dreams (1989),32,5.0,Drama
